2.796929535831381e-07	7.046230850833163e-08	1.240769835794245e-07	0.818	4.709362810532443e-07	0.965	0.5492695279185411	92546.83469828432	1429897.8795710572	65914524.06793117	92676.95714328962	86921.06941932502	325708484084840.9	-5.06903767927551e-09	1508033.4926734874
2.9367760126229503e-07	7.046230850833163e-08	1.240769835794245e-07	0.818	4.709362810532443e-07	0.965	0.5278086765676583	96333.03987131186	966047.4867172621	44062840.26644157	96544.11086958392	87597.88863445036	326920496204962.06	-1.654302751075291e-09	1650574.1848085267
2.796929535831381e-07	7.398542393374822e-08	1.240769835794245e-07	0.818	4.709362810532443e-07	0.965	0.5263203721232985	121757.73068094597	1003451.246521469	40735760.08236051	122122.75121874483	108582.44921684607	328045507455074.56	1.492734446044387e-09	1719385.4072098061
2.796929535831381e-07	7.046230850833163e-08	1.3028083275839574e-07	0.818	4.709362810532443e-07	0.965	0.5567535445722547	110531.33916094866	1208113.5077929026	61142335.92796459	110731.51638033493	101266.39040318794	326368490684906.9	-3.206383466826852e-09	1689441.1652459537
2.796929535831381e-07	7.046230850833163e-08	1.240769835794245e-07	0.818	4.944830951059065e-07	0.965	1000000.0	39597.41590983987	1016465.5614812626	22140329.580769155	39668.36176516451	38112.69825539627	326944496444964.44	-1.5869398691649289e-09	0.947394872734369
2.866852774227166e-07	7.222386622103995e-08	1.271789081689101e-07	0.818	4.473894670005821e-07	0.965	0.48230617442197793	174804.30308970157	1048066.4400276605	49696671.26452555	175421.3344387513	149816.75264689597	329248519485194.9	4.834171618834238e-09	1258411.1363518534
2.8493719646282193e-07	7.178347679286287e-08	1.2640342702153874e-07	0.818	4.591628740269132e-07	0.965	0.5046706467407072	135582.96835136903	1166429.9554087764	56869616.16740247	135906.98447133132	121464.25956476195	327748504485044.9	6.640155647484841e-10	2165829.329810305
2.8930739886255845e-07	7.288445036330554e-08	1.2834212988996726e-07	0.818	4.6504957754007874e-07	0.965	0.4885838166348475	144125.30492785387	822011.6112545099	39022870.44242205	144659.58409368308	122625.13950344728	327523502235022.4	3.519761849709202e-11	1548974.4880392049
2.8690378754270336e-07	7.227891489956205e-08	1.2727584331233156e-07	0.818	4.6652125341837013e-07	0.965	0.49652216540101246	132747.61567495234	1279628.1265144215	45363069.765714325	133137.22000739395	120270.81581143409	327028497284972.9	-1.3512476454911646e-09	2361653.7026896076
2.719358443236057e-07	7.379275355892075e-08	1.2994155975642073e-07	0.818	4.6284206372264166e-07	0.965	0.48694194729356405	132732.32658976875	715999.0204085505	44373964.58103589	133130.5494607007	111974.43826121627	327727504275042.75	6.053624225956569e-10	1338667.627126501
