9.962018465484263e+06	0.4693611340828886	319210419104191.0	-2.3818947144326582e-08	1462711.1745419435
9.802532044544869e+02	0.008220958971332088	326974496744967.44	-1.5027501731826921e-09	5312.631798800516
1.9502683140487892e+06	0.45643589466158335	323143458434584.4	-1.238023537069546e-08	263386.3787360471
1.2263403669712624e+08	0.4870497501378137	316318390183901.9	-3.241150343988963e-08	76419710.86355947
8.725184566382619e+05	0.04727624464628944	325999486994869.94	-4.246846905991942e-09	1316534.6295955235
5.322846639247108e+07	0.46984982768767924	319324420244202.44	-2.3483424946253303e-08	18889360.58289754
2.1875988237566766e+06	0.46796186468608547	330112528125281.25	7.218980074131622e-09	352372.27468642587
4.992539804999769e+06	0.06427730064191586	327286499864998.6	-6.280922792294803e-10	6098433.828502058
4.258088050799219e+02	0.0389083059757415	327289499894998.94	-6.196902016289953e-10	521.0629573135849
-5.737652164837144e+06	0.46097467101860456	323335460354603.56	-1.1828947901317607e-08	nan
4.96056060221554e+07	0.4939275703858409	317815405154051.56	-2.7944173677119006e-08	15306316.543343108
7.6979878260404905e+06	0.45714906238400965	316258389583895.9	-3.259143624525762e-08	1559241.1092158712
1.1286471854378637e+07	0.49359607194360694	317740404404044.06	-2.816698613662916e-08	1686905.4090284582
-3.641508610998945e+07	0.32527417506772044	325843485434854.4	-4.687426356353383e-09	nan
-9.63343682641437e+06	0.4599943664864111	323026457264572.6	-1.271649752913907e-08	nan
4.049428973857339e+03	0.002088459346241246	326440491404914.06	-3.003640476335737e-09	122480.88088845201
1.434056203670306e+06	0.484864901985278	319699423994239.94	-2.2381421686280956e-08	224984.6419435512
-1.49487289064915e+09	0.4885494686654667	317050397503975.06	-3.0221806885571625e-08	nan
2.1958690606994554e+07	0.48849724080981527	317035397353973.56	-3.026657623674321e-08	4665613.232220545
4.743386217126051e+06	0.5458302985696306	327016497164971.6	-1.3849105498109918e-09	512986.06692274846
-6.800928511134078e+06	0.5208016929846238	327184498844988.44	-9.138545959423424e-10	nan
1.3882510406572085e+06	0.5049828047793141	319618423184231.9	-2.261923543461208e-08	199455.21332261575
1.8333096088122204e+06	0.5043784788824055	319087417874178.75	-2.4181226820716476e-08	237846.71710186795
