2.912e-07	0.666	0.773	7417870.951377327	133715.46561002123	131347.7742725979	327208499084990.9	-8.466003753661569e-10	0.017539932039936573
3.0576e-07	0.666	0.773	18808.100825627567	644.920585439778	623.5397134027301	327106498064980.6	-1.1324989710359433e-09	0.00011445261112483461
2.7664e-07	0.666	0.773	39941919.41545657	197954.15903308502	196977.9265343509	326125488254882.56	-3.891301981082024e-09	16848.868278854447
2.6208e-07	0.666	0.773	1616089.6087473072	20652.600934941765	20392.004047505983	327775504755047.56	7.39415704064573e-10	3757.538686588454
2.6208000000000003e-07	0.666	0.773	1616237.5245384218	20654.491205004353	20393.87046592411	327805505055050.56	8.231790688841812e-10	3747.029260890665
2.6935999999999997e-07	0.666	0.773	15405752.348762587	118971.96447104591	118060.23631120771	328300510005100.06	2.2030643956673576e-09	16004.87943149876
2.8392000000000007e-07	0.666	0.773	12436101.040780408	83966.91710617913	83403.78572446208	326716494164941.6	-2.227286830967633e-09	10498.246072939384
2.7299999999999997e-07	0.666	0.773	25820392.610807035	186268.5563969256	184934.43761562087	327253499534995.4	-7.205253000480488e-10	27161.751192103922
2.693599999999999e-07	0.666	0.773	15407441.693170441	118985.01054749342	118073.18241052763	328336510365103.6	2.3032573916132126e-09	15857.5273802982
2.7482e-07	0.666	0.773	28892623.594579827	199873.1862119482	198500.00429265373	326719494194941.94	-2.2188554105701623e-09	26402.27408240597
2.711799999999999e-07	0.666	0.773	20559965.88338282	156589.93279588566	155406.31872071826	327790504905049.06	7.812993030384097e-10	23102.828323609723
2.7391e-07	0.666	0.773	27584231.941231012	196656.28747584583	195264.1903231054	326992496924969.25	-1.4522437707098657e-09	27787.295705141238
2.7482e-07	0.666	0.773	28891562.393897142	199865.8450454057	198492.7135618768	326707494074940.75	-2.252582021229828e-09	26324.69512963858
2.73455e-07	0.666	0.773	27211612.652476963	192500.32785648137	191148.10834653242	327136498364983.6	-1.0483926415705638e-09	27535.296005495577
2.74365e-07	0.666	0.773	27750550.9498518	197538.0400158047	196141.83445529456	326884495844958.44	-1.7553656209201543e-09	27408.774352717297
2.7368249999999996e-07	0.666	0.773	27068830.98069859	195945.66107393132	194537.44480287354	327109498094980.94	-1.1240876438589678e-09	28308.83788012978
2.7345499999999993e-07	0.666	0.773	27212610.8370846	192507.3892117447	191155.1200992706	327148498484984.9	-1.014754428925117e-09	27571.519041686333
2.7379625e-07	0.666	0.773	28045937.360565994	196298.16492994153	194933.79101130905	327118498184981.9	-1.0988545880194324e-09	27958.497700104064
