3	6	1e-01	0.1	95009.0304985433	95386.43635958964	24012803.659460425	0.22915227978719632	336724594245942.5	2.5064187390835384e-08	26183.2438130944
3	6	2.25e-01	0.1	92350.2432805109	92717.08759941651	23340815.58523338	0.21044744359687545	327301500015000.1	-5.860834314877545e-10	27712.591176638307
3	6	3.5e-01	0.1	92340.93202314117	92707.7393547932	23338462.23635835	0.21038379462282	327268499684996.9	-6.785079797065904e-10	27718.180292384528
3	6	4.75e-01	0.1	95009.87697648599	95387.28620000994	24013017.600267246	0.22915840470219215	336727594275942.75	2.5072125065714382e-08	26182.77726287185
3	6	6e-01	0.1	95014.95584414221	95392.38524253176	24014301.245108176	0.2291951564841256	336745594455944.56	2.5119748144921555e-08	26179.978223387458
3	6	1e-01	0.225	80175.6522206446	80437.98628823415	24583799.0972052	0.2300535990424938	336691593915939.1	2.4976863631171688e-08	19967.73983861015
3	6	2.25e-01	0.225	80176.36661139956	80438.70301646972	24584018.14673345	0.23005974865116469	336694593945939.5	2.4984802862119244e-08	19967.38400544411
3	6	3.5e-01	0.225	80189.94003574316	80452.32085294496	24588180.087770198	0.23017661203911588	336751594515945.1	2.513562137329369e-08	19960.624982097725
3	6	4.75e-01	0.225	77956.04014508301	78211.11166041231	23903212.21293304	0.21147100975056837	327370500705007.06	-3.928923160044619e-10	21120.994891694656
3	6	6e-01	0.225	80188.51125423331	80450.88739647389	24587741.988713697	0.23016430876662924	336745594455944.56	2.5119748144921555e-08	19961.33629661222
3	6	1e-01	0.35	54045.82830251667	54291.447113132475	11946260.229886042	0.22849006379850592	336769594695947.0	2.5183237664743682e-08	15981.92918264557
3	6	2.25e-01	0.35	52528.76639433519	52767.49070535276	11610929.698202077	0.2097840148537355	327316500165001.6	-5.440784340806154e-10	16918.39470327765
3	6	3.5e-01	0.35	54047.27266485386	54292.89803957592	11946579.490944453	0.22850838332136975	336778594785947.9	2.5207043901717943e-08	15981.07499012098
3	6	4.75e-01	0.35	54034.7548579314	54280.32334373262	11943812.561771562	0.22834964665062027	336700594005940.06	2.500068089957864e-08	15988.48026783312
3	6	6e-01	0.35	54039.087944943014	54284.676123062985	11944770.344946792	0.22840458563784286	336727594275942.75	2.5072125065714382e-08	15985.916320096205
3	6	1e-01	0.475	145377.16934659335	146361.44449255045	21617545.245557435	0.23205460488155333	336748594485944.9	2.512768482981354e-08	51722.72672145041
3	6	2.25e-01	0.475	145392.71100146134	146377.09137208806	21619856.28537758	0.2321290367507347	336784594845948.5	2.522291401949202e-08	51711.66958112835
3	6	3.5e-01	0.475	141162.7906015564	142118.53232460373	20990868.280995347	0.21245270809175426	326986496864968.6	-1.4690786203538709e-09	54857.16484102654
3	6	4.75e-01	0.475	145391.41586355562	146375.78746545987	21619663.698725898	0.23212283348715174	336781594815948.1	2.5214979031289828e-08	51712.59087405806
