2.708900299422566e-07	4e-01	6.936330787756172e-08	1.639998046215848e-07	500000	1078711.7365536096	500000	327289499894998.94	-6.196902016289953e-10	1.0704586202459485
2.708900299422566e-07	4.3157894736842106e-01	6.936330787756172e-08	1.639998046215848e-07	36735.892235268555	2940.55071535864	2722.6169020791526	327298499984999.9	-5.944848929922608e-10	0.0007948898397099725
2.708900299422566e-07	4.631578947368421e-01	6.936330787756172e-08	1.639998046215848e-07	500000	973680.0716603225	500000	327298499984999.9	-5.944848929922608e-10	0.9668221269933892
2.708900299422566e-07	4.947368421052632e-01	6.936330787756172e-08	1.639998046215848e-07	500000	64543.67341362607	59364.617199684464	327346500465004.6	-4.600799881527267e-10	0.02214593083555815
2.708900299422566e-07	5.263157894736843e-01	6.936330787756172e-08	1.639998046215848e-07	3028.3240430426827	236.11406423694714	219.03613244642915	327247499474994.75	-7.373333067232882e-10	6.281399150259313e-05
2.708900299422566e-07	5.578947368421052e-01	6.936330787756172e-08	1.639998046215848e-07	2959.0220063527354	143.49427047818003	136.85752667965997	327298499984999.9	-5.944848929922608e-10	3.0642564331741855e-05
2.708900299422566e-07	5.894736842105264e-01	6.936330787756172e-08	1.639998046215848e-07	4128.705442855955	364.84461509168875	335.22180207195373	327193498934989.4	-8.886331070028344e-10	0.00010233121790430389
2.708900299422566e-07	6.210526315789474e-01	6.936330787756172e-08	1.639998046215848e-07	4111.454903612796	319.9913373310056	296.88500806521773	327199498994989.94	-8.718195518800962e-10	8.469011279302276e-05
2.708900299422566e-07	6.526315789473685e-01	6.936330787756172e-08	1.639998046215848e-07	61322.48422776245	2153.2180085718833	2080.1767088446886	327262499624996.25	-6.953144456336634e-10	0.00039276153518579855
2.708900299422566e-07	6.842105263157895e-01	6.936330787756172e-08	1.639998046215848e-07	150367.92336517153	7602.083068357979	7236.243575893739	327292499924999.25	-6.11288278058699e-10	0.0016552588280743573
2.708900299422566e-07	7.157894736842105e-01	6.936330787756172e-08	1.639998046215848e-07	44837.13617858277	3753.0076200151143	3463.132655778067	327292499924999.25	-6.11288278058699e-10	0.0010352598983353347
